Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Credit cards,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
666b3a10d3126ec7e2bd0bcb,663e7e4f8e42c1ae3276ffe3,AWAITING REVIEW,Not Applicable,2024-06-13T18:28:55.243000Z,2024-06-13T18:32:25.086000Z,,2024-06-13T18:32:25.664430Z,210.0,CNJ99TX5,45,MasterCard,30,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
666b3a1483513f725b1505a4,559c3e07fdf99b32b55f2d8d,RETURNED,Not Applicable,2024-06-13T18:27:32.207000Z,,,2024-06-13T19:01:21.692496Z,,,3036,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
666b3a19c96338c402751bc0,5e4c0ba01ae5a4000b539387,AWAITING REVIEW,Not Applicable,2024-06-13T18:27:56.952000Z,2024-06-13T18:32:58.798000Z,,2024-06-13T18:32:59.252467Z,302.0,CNJ99TX5,1608,"Visa, MasterCard, American Express",39,Male,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time
666b3a1cf54dd0c18bce75a6,5ef319f3058d7f0178266918,AWAITING REVIEW,Not Applicable,2024-06-13T18:27:40.136000Z,2024-06-13T18:32:47.945000Z,,2024-06-13T18:32:48.789009Z,308.0,CNJ99TX5,1784,"MasterCard, Visa",48,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
666b3a20e3d92c9c1fc86165,63ba386fca1ef3cc33de26d2,AWAITING REVIEW,Not Applicable,2024-06-13T18:27:51.437000Z,2024-06-13T18:34:47.560000Z,,2024-06-13T18:34:51.377593Z,417.0,CNJ99TX5,4104,"Visa, MasterCard",52,Male,White,Mexico,United States,United States,English,No,Full-Time
666b3a278bbbfc85858b070d,5ee4b29de1640f1bc85da97b,TIMED-OUT,Not Applicable,2024-06-13T18:28:35.436000Z,,,2024-06-13T19:01:21.704311Z,1967.0,,8567,Visa,63,Male,White,United States,United States,United States,English,No,Full-Time
666b3a2834711525e7a2bdf5,663b3d049e7cc25e42913bb4,AWAITING REVIEW,Not Applicable,2024-06-13T18:28:27.816000Z,2024-06-13T18:43:37.328000Z,,2024-06-13T18:43:38.747251Z,910.0,CNJ99TX5,179,"Visa, MasterCard, American Express",64,Male,Black,Nigeria,United States,United States,English,No,Full-Time
666b3a33a6fd46401896da78,66307e4c8f944c4ca34c5798,AWAITING REVIEW,Not Applicable,2024-06-13T18:28:34.343000Z,2024-06-13T18:30:40.905000Z,,2024-06-13T18:30:42.311373Z,127.0,CNJ99TX5,354,Visa,37,Male,White,United States,United States,United States,English,No,Full-Time
666b3a357164f7621b2539d0,612bb0cdecc9e45781bbf511,AWAITING REVIEW,Not Applicable,2024-06-13T18:28:11.129000Z,2024-06-13T18:29:28.780000Z,,2024-06-13T18:29:29.538802Z,78.0,CNJ99TX5,6998,"Visa, Other",53,Male,White,United States,United States,United States,English,No,Full-Time
666b3a3a04c82274495c61c1,664642c65f73794eecbbfb9e,AWAITING REVIEW,Not Applicable,2024-06-13T18:28:14.738000Z,2024-06-13T18:31:11.114000Z,,2024-06-13T19:31:20.374497Z,177.0,CNJ99TX5,236,"Visa, MasterCard",30,Male,Asian,United States,United States,United States,Vietnamese,No,Full-Time
666b3a3b04d4cbb6b0bfb929,5de9e3c6828afe113e762732,AWAITING REVIEW,Not Applicable,2024-06-13T18:28:17.631000Z,2024-06-13T18:32:23.530000Z,,2024-06-13T18:32:24.211525Z,246.0,CNJ99TX5,916,Visa,52,Male,Asian,United States,United States,United States,English,DATA_EXPIRED,Full-Time
666b3a3de44d3214c0342b1a,6397bcc95a5e903a262566bb,AWAITING REVIEW,Not Applicable,2024-06-13T18:29:07.274000Z,2024-06-13T18:32:36.211000Z,,2024-06-13T18:32:36.713076Z,209.0,CNJ99TX5,2342,Visa,29,Male,Mixed,United States,United States,United States,English,No,Full-Time
666b3a3eac74ea78dd24add8,6648acc2d8f61a601c3a37ac,AWAITING REVIEW,Not Applicable,2024-06-13T18:28:19.991000Z,2024-06-13T18:31:34.903000Z,,2024-06-13T18:31:36.441168Z,195.0,CNJ99TX5,256,"Visa, MasterCard",60,Male,White,United States,United States,United States,English,No,Part-Time
666b3a436c94f10f8355631d,6290c65ed46e5dce4f16bb92,AWAITING REVIEW,Not Applicable,2024-06-13T18:28:25.933000Z,2024-06-13T18:31:35.601000Z,,2024-06-13T18:31:36.234879Z,190.0,CNJ99TX5,3699,MasterCard,39,Male,Black,United States,United States,United States,English,No,DATA_EXPIRED
